ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num
414-48-5448|3547625380966414|Deborah|Patton|F|36952 Humphrey Tunnel Suite 665|Bell|CA|90201|33.9767|-118.1689|101279|Exhibitions officer, museum/gallery|2001-01-19|229085239949
595-90-6681|4324367924157120|Margaret|Boyer|F|83543 Jenkins Isle Suite 390|Brownsville|PA|15417|39.9216|-79.6905|9469|Passenger transport manager|1970-02-04|110744839473
749-69-2411|4939981615381168379|Brandon|Sanchez|M|72607 Kimberly Trail Apt. 148|Ruffin|SC|29475|33.0103|-80.8137|2874|Visual merchandiser|2007-05-19|895172598481
568-92-0313|213164931214636|Leslie|Evans|F|2542 Paul Squares Suite 563|Memphis|TN|38127|35.251|-90.0296|697385|Engineer, aeronautical|1997-05-25|118531854265
143-96-9586|3503694811266499|Joe|Oliver|M|068 Jeffery Forges Apt. 016|Highland Park|IL|60035|42.1794|-87.8059|29763|Clinical cytogeneticist|1947-08-26|382981410274
029-15-6576|3599490133344378|Thomas|Barnes|M|348 Juan Views Suite 101|Mc Kinney|TX|75070|33.1951|-96.6642|144932|Politician's assistant|1997-06-08|659250094381
039-10-4114|213116049910042|Matthew|Livingston|M|88661 Moon Bypass|Zapata|TX|78076|26.8897|-99.2506|12612|Buyer, industrial|1982-05-14|682367958650
041-32-4784|4348548420353162|Amy|Woods|F|9138 Brown Islands|Phoenixville|PA|19460|40.1267|-75.5272|40154|Quarry manager|1953-06-28|936727565663
810-64-1901|4194024702885|Robert|Davis|M|28745 Regina Square|Greer|SC|29650|34.8968|-82.2674|75476|Cabin crew|1928-12-09|234537735798
488-66-6038|36463913810741|Lucas|Rodriguez|M|94232 Michael Wells Apt. 131|Seattle|WA|98103|47.6734|-122.3426|837792|Legal executive|1998-11-03|361712675221
421-77-7100|4616845525274102|Charles|Cox|M|179 Meyer Knolls Suite 694|Clinton Township|MI|48038|42.6206|-82.9608|96825|Risk manager|1974-09-30|661208661076
060-04-6050|2715675635584221|Joan|Ramsey|F|66256 Johnson Light Apt. 700|Campbell|OH|44405|41.0778|-80.5897|8229|Charity fundraiser|2002-07-08|941860817089
282-15-3646|630486240876|Richard|Garcia|M|66890 Mcneil Unions|Riverdale|MD|20737|38.9601|-76.9147|20684|Chiropodist|1957-04-01|148115647223
145-01-7729|6011381152232821|Catherine|Hawkins|F|84752 Michael Rest Suite 004|Memphis|TN|38106|35.1021|-90.033|697385|Chief Executive Officer|1976-03-31|794736512428
275-58-9918|2245113505357220|Ralph|Schmidt|M|64157 Carol Mountain|Pompano Beach|FL|33062|26.2343|-80.0941|425636|Scientist, research (physical sciences)|1985-11-09|31096697472
554-03-1193|571945341956|Shelby|Martinez|F|447 Marsh Heights|Channelview|TX|77530|29.7914|-95.1317|31086|Conservation officer, historic buildings|1956-05-05|41019526172
088-83-8355|4063578037891216|Daniel|Guerrero|M|3699 Luis Isle Suite 575|Alva|OK|73717|36.8016|-98.6722|6846|Therapist, drama|1974-12-18|337464879337
558-98-4559|4696904528986064|Austin|Williams|M|7337 Watson Cape Apt. 652|Palmer|AK|99645|61.6303|-148.9872|25176|Producer, radio|1989-09-16|100563972722
429-85-9178|2269802530843763|Luis|Martin|M|4477 Marcus Wells Apt. 842|Prineville|OR|97754|44.3044|-120.8336|18574|Financial adviser|1927-07-30|157814049136
179-28-4940|213104172415534|Tom|Sanders|M|8557 Singleton Prairie|Orlando|FL|32817|28.5891|-81.2277|878243|Air cabin crew|1987-07-10|190628570290
577-49-0245|4257033329594520|Timothy|Charles|M|828 Perez Harbors Apt. 296|Wildomar|CA|92595|33.6021|-117.264|29851|Nurse, children's|1999-12-23|992926950551
615-12-7252|4742922041678210|Ian|Allen|M|6937 Randy Crossroad|Hopewell|VA|23860|37.2876|-77.295|31970|Marine scientist|1992-12-31|37587510509
125-30-9608|4485022061901930|Maria|Lewis|F|9719 Aaron Rue|Everett|WA|98208|47.8948|-122.1987|168159|Advertising copywriter|1974-05-01|778178526158
664-44-7050|2292256471855941|April|Cole|F|04532 Christopher Lights|Boston|MA|2118|42.3362|-71.0729|386505|Psychotherapist|1969-10-17|587473529268
292-43-6175|4437019453911776664|Gina|Cooper|F|612 Kristen Estate Apt. 578|Boulder|CO|80303|39.9914|-105.2392|120932|Automotive engineer|1938-07-26|727596577485
817-93-0981|4311678706763538|Brandy|Gonzalez|F|85921 Nicholas Roads Suite 856|Visalia|CA|93291|36.3551|-119.301|142488|English as a second language teacher|1966-07-10|549376202512
086-37-2495|3530003753989232|Michele|Jones|F|6598 James Fords|Stillwater|OK|74078|36.1241|-97.0705|55345|Computer games developer|1972-11-07|528155988656
731-34-1693|30376591538200|Brandon|Maxwell|M|5266 White Mills|Virginia Beach|VA|23462|36.8392|-76.1522|437994|English as a second language teacher|1954-03-20|978700659687
066-19-7993|4553375656976486|Jeremy|Carter|M|24945 Andrew Lodge Apt. 506|Plainfield|NJ|7063|40.6048|-74.4427|71485|Technical sales engineer|2000-07-19|461998819980
393-69-5470|5506276729350979|Lauren|Lewis|F|12914 Melton Shoals Suite 022|Rockville|MD|20850|39.087|-77.168|130569|Engineer, building services|1964-02-15|980509712242
473-71-0103|4797251840703398216|Eduardo|Peters|M|37209 Stewart Stravenue|Easley|SC|29642|34.7901|-82.5937|60135|Nutritional therapist|1987-10-15|440183628990
013-51-3230|6011286301122007|Steven|Cortez|M|426 Mejia Ways Apt. 336|College Station|TX|77840|30.6045|-96.3123|105109|Production engineer|1992-02-24|634262280816
024-66-2727|3571360549469204|Kristina|Wood|F|9013 Jose Land Apt. 935|Knoxville|TN|37919|35.9244|-84.0015|391389|Arts administrator|1958-12-18|720802328822
080-14-5437|4175808038890441041|Amy|Allen|F|6851 Martha Field Apt. 483|Clarkston|MI|48346|42.7239|-83.4232|45954|Publishing rights manager|1976-01-12|503843877498
361-65-0819|4901685647179|Ryan|Hayes|M|19027 Richard Rest Apt. 716|Tularosa|NM|88352|33.065|-106.0108|5188|Chief Financial Officer|1979-11-17|399890244822
399-55-8477|6011199767598331|Christopher|Jones|M|505 Nicholas Glens|Albuquerque|NM|87114|35.1868|-106.6652|641349|Marketing executive|2001-07-22|595469830101
603-45-6914|372853533998243|Christopher|Ross|M|77580 Erin Plains|San Antonio|TX|78245|29.4189|-98.6895|1595797|Geologist, wellsite|1985-04-12|467846623753
562-63-9909|4302853272769|Jeffrey|Castro|M|5150 Luis Well|Dallas|TX|75235|32.8252|-96.8388|1263321|Scientist, marine|1947-07-21|469439170479
245-01-8919|30308972073820|Travis|Leon|M|1184 Luis Square Suite 863|Denver|CO|80220|39.7312|-104.9129|990452|Accommodation manager|1982-08-16|664776037781
009-57-1359|4024234473057775|Anna|Montgomery|F|99716 Mckinney Mews Suite 667|Baytown|TX|77521|29.7705|-94.9695|103027|Optometrist|1948-02-03|44220964517
625-93-6188|213134400952248|Tony|Downs|M|537 Susan Falls Apt. 191|Delano|CA|93215|35.7715|-119.2459|55659|Further education lecturer|1979-08-29|775773171965
470-03-5929|3573601579115011|Andrew|Sanders|M|0080 Richard Points|Johnson City|TN|37604|36.3107|-82.381|92094|Teacher, music|1991-06-14|230716055937
268-60-5510|3583354883571929|Ashley|Duncan|F|146 Tara Station Suite 643|Madison|WI|53703|43.0775|-89.3831|272940|Designer, furniture|1990-10-11|962171225531
094-64-2273|4652824685492726|Dylan|Williams|M|208 Beck Corners|Saint Augustine|FL|32084|29.9175|-81.3668|109984|Industrial buyer|1980-01-24|823201519716
809-03-5237|2710854327163033|Virginia|Flores|F|369 Lisa Corners Apt. 009|Columbus|OH|43205|39.9569|-82.9644|783285|Associate Professor|1971-10-29|904203673772
603-31-1081|180081048028353|Michael|Ramirez|M|929 Christy Forks Apt. 437|Mission|TX|78572|26.2644|-98.3909|167182|Pensions consultant|1965-04-01|96313342564
789-54-6454|4812268159474702|Shelby|Pruitt|F|10583 Alan Ridge|Aiken|SC|29805|33.6993|-81.6465|69485|Police officer|1961-03-31|662295995829
634-65-4755|4891426937650167|Robert|Simmons|M|776 Dominique Plains|Munising|MI|49862|46.3994|-86.6983|5025|Engineer, technical sales|1972-03-28|473460820226
539-86-5858|502062762922|Clinton|Reynolds|M|809 Seth Locks Apt. 652|Papillion|NE|68046|41.1523|-96.0371|34894|Embryologist, clinical|1971-07-14|664177281037
732-69-9982|675949935984|Brian|Morris|M|7265 James Burg Apt. 858|Jersey City|NJ|7302|40.7221|-74.0469|247530|Agricultural consultant|1987-12-31|31426652709
728-38-2045|30165789391294|Tyler|Roy|M|1887 Deborah Ville Suite 860|Connellys Springs|NC|28612|35.6895|-81.5387|12397|Banker|1981-06-19|716714238471
793-06-0072|3544928787570307|Raymond|Lawrence|M|12501 Houston Camp|Winthrop|WA|98862|48.4756|-120.1805|2218|Research officer, political party|1980-04-14|185865727840
773-03-6579|4222336931806204|Adam|Farley|M|24266 Jordan Valley|Los Angeles|CA|90003|33.9653|-118.2727|2383912|Teacher, secondary school|1986-06-13|401369986541
481-95-4724|60457144693|Jacob|Russell|M|0687 Michael Hollow Suite 534|Mechanicville|NY|12118|42.9168|-73.7214|13897|Lawyer|1974-02-20|71831410729
390-84-7031|180058348348350|Matthew|Duffy|M|7366 Holmes Garden|Kennedale|TX|76060|32.6432|-97.2139|6764|Designer, exhibition/display|1999-07-20|945018641374
831-59-7746|370894326983440|Dana|Cantrell|F|580 Johnson Stream Suite 505|Southfield|MI|48076|42.4981|-83.2058|75830|Ambulance person|2003-07-23|191537849210
276-52-7594|4073429390773724|Ryan|Garza|M|503 Bryan Dam Suite 851|Hollister|CA|95023|36.8337|-121.3439|48841|Manufacturing systems engineer|1977-02-06|743194490360
706-90-0080|4028143531279433790|Scott|Chang|M|11235 Joshua Ways|Chambersburg|PA|17201|39.9313|-77.6579|55493|Dietitian|1984-07-06|392564756829
472-34-2442|180062510857388|Corey|Espinoza|M|4514 Davila Union Apt. 935|Alma|AR|72921|35.5|-94.2073|13787|Chief Marketing Officer|1958-04-13|524322703200
312-45-5857|347062728167331|Jeremy|Cruz|M|57562 Scott Courts|Mobridge|SD|57601|45.5407|-100.4315|4003|Early years teacher|1977-08-24|467091684054
527-33-8614|2676209906931965|Cynthia|Tyler|F|951 Garner Circle|New Orleans|LA|70119|29.9746|-90.0852|382333|Insurance risk surveyor|1970-12-23|35801072865
739-79-9670|213126731234387|Thomas|Schmidt|M|8514 Brian Land|Muskegon|MI|49445|43.2952|-86.279|128715|Translator|1965-03-24|269792279779
305-47-0757|4823134275576720|Lisa|Brown|F|9044 Paula Pike Apt. 436|Deland|FL|32724|29.0422|-81.2863|61526|Volunteer coordinator|2007-08-20|246413063417
040-88-2569|4711506291792651|Robert|Browning|M|81629 Julia Street|Dallas|TX|75252|32.9968|-96.7921|1263321|Retail manager|1962-11-16|251209080020
160-21-1605|3569157376710526|Karl|Fleming|M|74599 Nathaniel Flat Apt. 445|Green Bay|WI|54311|44.4914|-87.9267|179116|Arts development officer|1976-01-17|889102692988
007-17-6182|3587890345029580|Jennifer|Juarez|F|04093 Russell Spurs|Saginaw|MI|48638|43.4343|-84.0091|135669|Psychiatric nurse|1962-01-15|385170175981
641-09-8790|3536881013827217|Amber|Christensen|F|34601 Moore Alley|Springfield|AR|72157|35.2749|-92.5457|1607|Chief Technology Officer|1941-02-15|589419928804
561-22-5926|4083168163600|Cynthia|Cunningham|F|736 Steven Pass|Upland|CA|91784|34.141|-117.6581|77103|Therapist, drama|1981-05-16|338041546435
498-55-7900|4005214107071635|Derrick|Diaz|M|895 Henry Mount|Los Angeles|CA|90022|34.0245|-118.1561|2383912|Accounting technician|1975-01-18|410294301577
784-15-9571|2720445456972969|Gregory|Price|M|276 Miller Mill|Windsor|CO|80550|40.4837|-104.8994|20675|Product designer|1963-10-02|754773335627
705-97-8209|180026395612663|Tammy|Alexander|F|55737 James Vista|Burleson|TX|76028|32.5316|-97.309|59744|Scientist, water quality|1987-12-16|822391006454
843-06-2718|3534614466276331|Aaron|Bean|M|76142 Nicholas Hill|Orland Park|IL|60462|41.6194|-87.8422|64769|Sales promotion account executive|1957-09-30|121233029209
407-69-6906|4470465689694|Kayla|Webb|F|68830 Joshua Forges|Cumming|GA|30041|34.2037|-84.1031|129584|Radiographer, therapeutic|1967-06-12|664358045781
234-52-3720|3559229127065930|Douglas|Williams|M|62911 Jackson Passage Apt. 471|Hilo|HI|96720|19.7025|-155.0939|46165|Scientist, physiological|1983-10-19|22301959346
550-15-7313|3507578984974995|Jerry|Burke|M|21711 Payne Lodge Suite 658|Charlotte|NC|28227|35.1936|-80.6846|790689|Chief of Staff|1955-12-23|680979485593
679-14-0155|6011735631631293|Julia|Friedman|F|2616 Lynch Forge Suite 881|Detroit|MI|48207|42.3524|-83.0271|673342|Chartered management accountant|1984-03-09|921588135355
539-89-9667|4682013071675326|Ashley|Walker|F|1317 Adams Camp|Portland|OR|97224|45.4094|-122.8014|841711|Armed forces technical officer|1944-03-10|757247712419
855-08-3976|30295458583564|Steven|Hoover|M|998 Eric Vista|Hilo|HI|96720|19.7025|-155.0939|46165|Health promotion specialist|1983-06-26|807450374964
619-81-2526|4517419258147628|Tanner|Rodriguez|M|360 Heather Locks|Philadelphia|PA|19145|39.9227|-75.1812|1526206|Exhibitions officer, museum/gallery|1974-05-31|659584348138
367-34-1601|4531563093079|Linda|Boyd|F|096 Cox Turnpike Suite 240|Danvers|MA|1923|42.5694|-70.9425|26342|Surveyor, planning and development|1974-11-19|824570462343
620-23-1764|38351668113395|John|Villa|M|72173 Villegas Squares Apt. 422|Charlotte|NC|28206|35.2522|-80.8265|790689|Doctor, hospital|1992-10-18|935164598041
097-89-8606|3506323654018141|Dylan|Jackson|M|02435 Heidi Inlet Suite 651|Ontonagon|MI|49953|46.8275|-89.3485|2879|Commercial/residential surveyor|1954-03-14|810324211184
437-85-1068|374099414753988|Lisa|Brown|F|0542 Roberson Course|Santa Clarita|CA|91350|34.4336|-118.5007|53134|Youth worker|1985-07-07|558585418579
395-10-1157|676335659428|Paul|Wheeler|M|23766 Aguilar Manors|Tucson|AZ|85718|32.3112|-110.9179|865276|Tourism officer|1988-02-03|851147709540
584-45-3830|4194118390936|Richard|Torres|M|240 Coleman Fall Apt. 463|Youngtown|AZ|85363|33.5908|-112.3013|6156|Engineer, drilling|1927-09-17|329879058099
530-69-9905|4437518669403|Jordan|Parsons|M|2438 Patrick River Apt. 855|Palatine|IL|60074|42.1458|-88.023|77570|Advertising art director|1956-12-13|293989509811
349-03-9464|348895947039693|Shelly|Henderson|F|59176 Williams Mount Apt. 883|Saint Louis|MO|63123|38.5476|-90.3241|927396|Accountant, chartered management|1943-12-12|837680266326
818-76-5575|4887344966866798997|David|Smith|M|0690 Meghan Road|Mount Vernon|OH|43050|40.3849|-82.4873|29050|Printmaker|1960-02-21|94094938120
027-98-3521|180071567566503|Matthew|Jones|M|16744 James Square Apt. 596|Floresville|TX|78114|29.1693|-98.1936|20103|Teaching laboratory technician|1962-10-01|358703311557
285-42-0273|4669375402428619|John|Warner|M|7140 Mark Wall|Cherokee Village|AR|72529|36.3011|-91.5281|4726|Financial adviser|1941-08-19|354501950431
439-96-2826|6581638493680632|Erica|Bell|F|101 Scott Ports|Buena Park|CA|90621|33.8772|-117.9893|80266|Multimedia programmer|1992-09-08|367653848476
826-79-3415|639048527753|Kelly|Blake|F|65620 Julie Forge|Orangeburg|SC|29118|33.5675|-80.9248|48149|Forensic scientist|1970-11-10|748630171049
217-81-9751|4896331812335761701|Jerry|Robinson|M|4457 Mercado Extensions|Brussels|IL|62013|38.9255|-90.5968|552|Patent attorney|2002-07-27|149852234418
251-51-7283|180008989774752|Lisa|Sutton|F|8529 Allison Mission|Xenia|OH|45385|39.6842|-83.9369|37247|Psychiatric nurse|1948-03-16|278258954541
772-31-7803|6568740420767511|Elizabeth|Wallace|F|1157 Denise Fords|Moreno Valley|CA|92557|33.9553|-117.2457|193933|Barrister's clerk|1979-12-07|646916522291
808-05-0763|3506565823445387|Victoria|Mcbride|F|3523 Shelly Meadows Apt. 004|Denver|CO|80232|39.6895|-105.0908|990452|Psychologist, prison and probation services|1999-12-24|936427008630
755-11-1150|60434956110|Lindsay|Cannon|F|1181 Shaw Summit Suite 466|Brooklyn|NY|11237|40.7006|-73.918|2504700|Camera operator|1983-06-01|800203770568
482-58-6965|2668704796668297|Alexis|Watson|F|6599 Smith Row|Oakley|CA|94561|37.994|-121.7036|36515|Water engineer|1946-06-04|300938906974
719-30-3794|60429276409|Ethan|Massey|M|862 Carlos Centers|Rochester|NH|3867|43.3092|-71.0558|29816|Marine scientist|1979-08-01|236511963610
545-50-6162|577473389143|Jesse|Yang|M|47442 Jacob Rest Suite 410|Auburn|NH|3032|42.9925|-71.3449|4953|Dietitian|1972-01-01|794209563700
802-65-7879|4518664774131353|Angela|Craig|F|58534 Barton Place|Denison|TX|75021|33.7169|-96.5235|29908|Careers information officer|1980-09-08|229133334649
540-69-5975|4178955990984125|Wesley|Spencer|M|5816 Reed River Apt. 383|Groveland|IL|61535|40.601|-89.5571|1629|Chief Strategy Officer|1991-02-28|243041877024
546-98-9371|2700038146342927|Eric|Moore|M|730 Glenn Passage Suite 273|Celina|TX|75009|33.3103|-96.7673|8785|Hotel manager|1964-08-01|322496879500
091-26-4088|2275530153030440|Adam|Alexander|M|109 Ward Plaza|Lafayette|LA|70501|30.2361|-92.0083|151705|Immunologist|1980-08-30|844663918369
328-59-6665|3534541829912692|Shannon|Harper|F|06419 Andrew Cove Suite 691|Birmingham|AL|35243|33.4459|-86.7502|493806|Adult guidance worker|1969-08-24|983800370239
652-17-2623|4216826822175626|Matthew|James|M|08347 Julie Branch Suite 932|Beebe|AR|72012|35.0937|-91.9074|11986|Management consultant|2003-11-29|143848232743
565-81-7469|60432200743|Justin|Gilbert|M|3871 Chelsea Corners|Bronx|NY|10471|40.9011|-73.9053|1382480|Hotel manager|1958-07-06|203300890197
340-87-8385|4286060480224063|Richard|Boone|M|7695 Jennifer Brooks Suite 189|Tacoma|WA|98404|47.2113|-122.4126|323239|Risk analyst|1961-07-09|478160779315
705-34-3347|502065562386|Justin|Schmidt|M|656 Charles Loaf Apt. 622|Mount Pleasant|SC|29464|32.8473|-79.8206|72374|Therapist, art|1968-05-05|970761522416
101-94-3171|180004794719900|Daniel|Smith|M|48953 Stephanie Port Suite 419|Aurora|CO|80016|39.6012|-104.7394|389246|Community development worker|1966-12-31|503626213645
749-07-5926|4728395167309|Samantha|Rivera|F|67084 Briggs Pines|Tinley Park|IL|60487|41.5636|-87.8342|65089|Patent attorney|1973-03-03|879758394077
390-89-2446|3558228280183234|Jacqueline|Williams|F|8467 Fowler Parkway Apt. 964|Jersey City|NJ|7310|40.7324|-74.0431|247530|Jewellery designer|1937-04-15|609033707664
492-35-4600|3597521353175555|Kyle|Moore|M|8741 Janice Highway Suite 267|Forest Hills|NY|11375|40.7229|-73.8473|68733|IT trainer|1994-06-12|132115826609
121-79-8078|6553496551564196|Jennifer|Moreno|F|00935 Bruce Creek Suite 301|Wilmington|DE|19802|39.7564|-75.534|215619|Land|1955-03-07|522163256899
655-20-2828|4284834927668098462|Matthew|Williams|M|804 Laura Flat|Cape May|NJ|8204|38.9711|-74.9214|18557|Hydrologist|1989-03-11|6672441208
859-43-3591|30358667155440|Jason|Smith|M|260 Washington Grove|Fort Lauderdale|FL|33319|26.1848|-80.2406|711693|Operational researcher|1962-06-13|771517826173
508-18-0788|4364991192856724|Regina|Diaz|F|15538 Michelle Spring|Bensenville|IL|60106|41.9501|-87.945|20309|Research scientist (medical)|1945-09-08|375612021560
563-18-1464|4264395678446078|Justin|Frank|M|5199 Catherine Circles|Grinnell|IA|50112|41.7421|-92.7344|11536|Programmer, multimedia|1976-11-21|410097541224
071-20-9382|4414925316498286|Olivia|Wolf|F|974 Wallace Keys Suite 590|Port Saint Lucie|FL|34983|27.3094|-80.345|181438|Quarry manager|1993-08-07|395217487731
311-93-4315|4436877156922095|Deborah|Salazar|F|6341 Clark Ramp|Norris City|IL|62869|37.9773|-88.3243|2682|Psychologist, educational|1995-02-05|135148109008
680-07-1799|2274773494314872|Casey|Gomez|M|8564 Jeffrey Groves Suite 416|Detroit|MI|48235|42.4261|-83.1951|673342|Social research officer, government|1929-09-25|963484855281
384-60-3507|3523285558095799|Eric|Freeman|M|660 Kristin Pines|Tracy|CA|95377|37.6567|-121.4955|106426|Garment/textile technologist|1973-01-26|702777208646
796-25-6727|4347040714697141|Monica|Vasquez|F|341 Reeves Ports Suite 083|Upland|CA|91784|34.141|-117.6581|77103|Restaurant manager|1969-12-31|313269889798
732-99-6594|502070396101|Angela|Bailey|F|017 Shelby Mount|Montgomery|IL|60538|41.7177|-88.332|26619|Teacher, primary school|1963-09-07|712065108872
589-05-8010|180092855162151|Laura|Norman|F|6353 Tucker Garden Suite 589|Sioux Falls|SD|57108|43.4775|-96.7041|161141|Orthoptist|2006-03-05|537066227547
466-17-2177|213141335139015|Dillon|Williams|M|2749 Ryan Vista Apt. 579|Sharpsburg|GA|30277|33.4013|-84.654|20270|Patent attorney|1994-12-19|843710373985
712-35-8523|560073565825|Jean|Johnson|F|2637 Zimmerman Union|Circle Pines|MN|55014|45.1528|-93.144|27274|Broadcast journalist|1992-02-16|971270305789
885-98-8571|6591122321425260|Bradley|Rodriguez|M|892 Patrick Way Suite 657|Macomb|MI|48044|42.6442|-82.8985|79580|Geneticist, molecular|1939-03-27|694192029116
387-48-3519|4544118185136731|Kayla|Smith|F|03881 Sean Stravenue Suite 841|Glendora|CA|91741|34.1537|-117.8437|51180|Software engineer|1968-04-13|986891547939
883-64-1316|4220148333540112727|Kimberly|Pruitt|F|08764 Velez Cape|Lebanon|OH|45036|39.4293|-84.1735|37504|Teacher, primary school|1977-07-04|727661038142
495-56-1777|213176295076716|Mark|Lopez|M|2048 Hoffman Shoals|Morristown|NJ|7960|40.7952|-74.4873|43751|Hydrographic surveyor|1997-08-17|550198101181
834-74-3644|562645649673|Edwin|Chapman|M|0539 Paul Glen|Orlando|FL|32817|28.5891|-81.2277|878243|Teacher, adult education|1950-04-07|792698748151
661-02-3760|4519701815891368290|Jeanne|Best|F|2153 Carmen Route Suite 252|Mountain View|CA|94040|37.3855|-122.088|74646|Operational investment banker|2001-07-21|3418322859
179-15-6938|3588754802933586|David|Gordon|M|91065 Allen Unions Suite 174|Houston|TX|77081|29.7119|-95.4845|2906700|Lexicographer|1986-10-13|278821873511
588-28-5656|5121401283319559|Jose|Walters|M|903 Morton Wall Suite 177|Buffalo|NY|14226|42.9744|-78.7949|564824|Ceramics designer|1977-11-02|536256818872
197-05-5660|6509412460516487|Rhonda|Hodges|F|37684 Katelyn Motorway Suite 776|Casper|WY|82601|42.8458|-106.3166|69012|Biochemist, clinical|1943-11-29|425242091796
230-40-5319|4317303324967577|Steven|Baker|M|04848 Brenda Squares Suite 318|Omaha|NE|68104|41.2919|-95.9999|518429|Chief Executive Officer|1939-07-09|382212692337
021-44-4744|4079959476111070|Tiffany|Johnston|F|7545 Peterson Drive Suite 226|Lorton|VA|22079|38.6929|-77.204|32059|Technical author|1961-03-02|323024869639
346-35-0406|4984685606692|Monica|White|F|38268 Johnson Trafficway Suite 777|Burlington|VT|5401|44.484|-73.2199|42705|Therapist, occupational|2001-03-31|512709939544
776-84-3361|3526377927110735|Virginia|Martinez|F|20682 Harris Fort Apt. 302|Houston|TX|77072|29.699|-95.5862|2906700|Engineer, structural|1974-05-23|646894155466
259-36-6211|639060694309|James|Cooper|M|57865 Carol Course|Morgantown|WV|26505|39.6505|-79.944|87558|Copy|1961-10-26|375834756711
494-92-0796|639064488542|Kim|Chan|F|11980 Jackson Keys Suite 280|Garden Grove|CA|92841|33.7817|-117.9766|172782|Jewellery designer|1976-03-31|452878816689
136-47-5457|675986887866|Alyssa|White|F|922 John Club|Simpson|IL|62985|37.4519|-88.8014|845|Quarry manager|2005-04-19|987989291479
637-92-5342|180063992879874|Caitlin|Blackwell|F|14249 Robles Extensions Apt. 796|Bellevue|NE|68005|41.1497|-95.9099|60409|Insurance claims handler|2003-03-02|125844333041
009-31-3190|4700510287451200|Charles|Moore|M|75454 Raymond Pines|Battle Creek|MI|49037|42.3453|-85.2178|92270|Research scientist (physical sciences)|1981-07-13|152984647671
886-90-1117|576627501520|Jennifer|Becker|F|4203 Brown Place Suite 483|Rowland Heights|CA|91748|33.9818|-117.8969|45406|Engineer, drilling|1946-05-29|627122764142
520-64-2323|4680601457927|Crystal|Morales|F|8581 Smith Lakes|Tucson|AZ|85750|32.2974|-110.8404|865276|Armed forces operational officer|2002-09-02|119066659123
443-64-9983|30209251920188|Brittney|Cummings|F|33297 Marie Ports Apt. 795|Oak Forest|IL|60452|41.6077|-87.7542|27969|Risk analyst|1929-03-29|649233807720
352-69-6095|341639714920751|Sandra|Stevens|F|2487 Brandi Estate|Houston|TX|77082|29.7223|-95.6285|2906700|Musician|1998-07-05|378516696378
082-67-8937|4249773677249|Edward|Reid|M|549 Stone Expressway|Randolph|VT|5060|43.9444|-72.6726|4415|Trade mark attorney|1968-06-16|953373158983
371-61-1808|374380299034805|Margaret|Martinez|F|600 Ashley Branch Apt. 657|Haledon|NJ|7508|40.9457|-74.1826|22600|Estate agent|1972-10-21|457319022032
295-22-6644|6011254920369300|Kyle|Miller|M|015 Steven Coves Apt. 722|Gardnerville|NV|89410|38.8703|-119.6115|23793|Occupational hygienist|1960-05-02|283750594603
888-43-6900|3501842933598479|Robert|Martin|M|596 Buck Orchard|Dallas|TX|75216|32.7086|-96.7955|1263321|Publishing rights manager|1982-09-19|272098683812
021-22-2723|6011473650032991|Alexis|Johnson|F|4761 Turner Mission|Dunn|NC|28334|35.3165|-78.6151|24908|Retail manager|1965-03-31|272682708416
326-34-0861|3523169792067543|Theresa|Walker|F|3969 Joshua Walk|Fruitland Park|FL|34731|28.8639|-81.8998|10815|Engineer, petroleum|2007-01-20|857873940443
605-24-5682|4835733813307344|Gerald|Soto|M|23641 Elijah Trace|Las Vegas|NV|89183|35.9959|-115.1576|1417793|Publishing copy|1967-11-10|278886849382
649-73-8827|347203350516029|Danielle|Anderson|F|71555 Brown Radial|Oklahoma City|OK|73135|35.411|-97.4388|640470|Geologist, engineering|1973-09-25|58833597709
156-20-4902|374119925512531|Kayla|Hess|F|191 Lynn Street Suite 053|Salina|OK|74365|36.3116|-95.1158|5110|Insurance claims handler|1976-04-20|674603562370
113-43-8147|377166328246305|Sara|Jordan|F|18563 Anderson Well Apt. 761|Brooklyn|NY|11216|40.6794|-73.9496|2504700|Intelligence analyst|1974-01-03|318005973721
057-41-9947|180085697714338|Melissa|Henderson|F|901 Christian Haven|Longwood|FL|32779|28.7168|-81.4126|50269|Pensions consultant|1986-03-26|106226284410
751-28-9829|4888818930461631|Justin|Wilson|M|851 Cantu Ranch Apt. 509|Putnam Valley|NY|10579|41.3728|-73.8502|8675|Museum/gallery curator|1946-09-14|834942757900
550-98-2627|6528007272081477|Christopher|Lee|M|6407 Jessica Station|Montgomery|TX|77356|30.4411|-95.7097|40534|Air cabin crew|1994-12-11|588236261279
051-99-6560|3589995145498360|Joel|Miller|M|4906 Rose Stream Suite 751|Latham|NY|12110|42.7462|-73.763|21908|Surveyor, mining|1970-07-21|838968716598
104-11-6963|4605956343180739203|Nathan|Taylor|M|5337 Olson Garden Apt. 316|Saint Cloud|MN|56304|45.5521|-94.1284|74438|Research scientist (life sciences)|1991-09-20|612838201149
111-76-2636|6011548720124025|Tiffany|Moses|F|5005 Lawrence Bypass Apt. 998|Odenton|MD|21113|39.0762|-76.6996|30469|Engineer, manufacturing|1956-05-14|930152599735
412-81-7508|4246163034387|Colleen|Lambert|F|91435 Christina River|Levittown|NY|11756|40.7254|-73.5166|42791|Equities trader|2003-11-15|21414345345
